1_89	GUT_GENOME065719_1	104755	105117	+
1_90	GUT_GENOME065719_1	106988	107275	-
1_91	GUT_GENOME065719_1	107470	107541	+
2_1	GUT_GENOME065719_2	126	587	+
2_2	GUT_GENOME065719_2	751	843	+
2_3	GUT_GENOME065719_2	1048	3048	-
2_4	GUT_GENOME065719_2	3157	3438	-
2_5	GUT_GENOME065719_2	3445	3768	-
2_6	GUT_GENOME065719_2	3781	4551	-
2_7	GUT_GENOME065719_2	4566	5051	-
2_8	GUT_GENOME065719_2	5281	5520	-
2_9	GUT_GENOME065719_2	5513	6298	-
2_10	GUT_GENOME065719_2	6402	7253	-
2_11	GUT_GENOME065719_2	7480	8037	+
2_12	GUT_GENOME065719_2	8063	8638	+
2_13	GUT_GENOME065719_2	8725	9252	+
2_14	GUT_GENOME065719_2	9271	14568	+
2_15	GUT_GENOME065719_2	15476	16549	+
2_16	GUT_GENOME065719_2	16629	16913	+
2_17	GUT_GENOME065719_2	16921	17454	+
2_18	GUT_GENOME065719_2	17530	17880	+
2_19	GUT_GENOME065719_2	17908	18804	+
2_20	GUT_GENOME065719_2	18970	19938	+
2_21	GUT_GENOME065719_2	20061	20792	+
2_22	GUT_GENOME065719_2	20867	21355	+
2_23	GUT_GENOME065719_2	21508	21639	-
2_24	GUT_GENOME065719_2	21665	23287	+
2_25	GUT_GENOME065719_2	23338	24642	+
2_26	GUT_GENOME065719_2	24790	25368	+
2_27	GUT_GENOME065719_2	25732	26637	+
2_28	GUT_GENOME065719_2	26827	27339	+
2_29	GUT_GENOME065719_2	27370	27792	+
2_30	GUT_GENOME065719_2	27834	28256	+
2_31	GUT_GENOME065719_2	28289	28789	+
2_32	GUT_GENOME065719_2	28984	29538	+
2_33	GUT_GENOME065719_2	29559	30173	+
2_34	GUT_GENOME065719_2	30282	31382	+
2_35	GUT_GENOME065719_2	31516	31842	+
2_36	GUT_GENOME065719_2	31976	33277	+
2_37	GUT_GENOME065719_2	33274	33462	+
2_38	GUT_GENOME065719_2	34052	34222	+
2_39	GUT_GENOME065719_2	34209	34391	+
2_40	GUT_GENOME065719_2	34395	34577	+
2_41	GUT_GENOME065719_2	34559	34717	+
2_42	GUT_GENOME065719_2	34933	36750	+
2_43	GUT_GENOME065719_2	36881	38041	+
2_44	GUT_GENOME065719_2	38166	39278	+
2_45	GUT_GENOME065719_2	39446	40099	+
2_46	GUT_GENOME065719_2	40096	42987	+
2_47	GUT_GENOME065719_2	43050	44252	+
2_48	GUT_GENOME065719_2	44255	44527	+
2_49	GUT_GENOME065719_2	44530	45585	+
2_50	GUT_GENOME065719_2	45779	47908	+
2_51	GUT_GENOME065719_2	47923	49107	+
2_52	GUT_GENOME065719_2	49141	49686	+
2_53	GUT_GENOME065719_2	49702	50829	+
2_54	GUT_GENOME065719_2	50845	52536	+
2_55	GUT_GENOME065719_2	52571	52858	+
2_56	GUT_GENOME065719_2	52889	53665	+
2_57	GUT_GENOME065719_2	53890	54237	+
2_58	GUT_GENOME065719_2	54551	55837	+
2_59	GUT_GENOME065719_2	55782	55919	+
2_60	GUT_GENOME065719_2	56460	56945	+
2_61	GUT_GENOME065719_2	57203	58057	-
2_62	GUT_GENOME065719_2	58106	58735	-
2_63	GUT_GENOME065719_2	59127	59315	+
2_64	GUT_GENOME065719_2	59344	60063	+
2_65	GUT_GENOME065719_2	61079	61897	+
2_66	GUT_GENOME065719_2	61927	62205	+
2_67	GUT_GENOME065719_2	62269	62520	-
2_68	GUT_GENOME065719_2	62547	64742	+
2_69	GUT_GENOME065719_2	64887	66371	+
2_70	GUT_GENOME065719_2	66434	66757	+
2_71	GUT_GENOME065719_2	66823	67383	+
2_72	GUT_GENOME065719_2	67307	67483	-
2_73	GUT_GENOME065719_2	67874	69253	+
2_74	GUT_GENOME065719_2	69287	69502	+
2_75	GUT_GENOME065719_2	69516	70046	+
2_76	GUT_GENOME065719_2	70084	70695	+
2_77	GUT_GENOME065719_2	70743	71054	+
2_78	GUT_GENOME065719_2	71341	71619	+
2_79	GUT_GENOME065719_2	71664	72332	+
2_80	GUT_GENOME065719_2	72413	72598	+
2_81	GUT_GENOME065719_2	72665	72964	+
2_82	GUT_GENOME065719_2	73004	73126	+
2_83	GUT_GENOME065719_2	73210	74019	+
2_84	GUT_GENOME065719_2	74123	75118	+
2_85	GUT_GENOME065719_2	75838	76773	+
2_86	GUT_GENOME065719_2	76814	77152	+
2_87	GUT_GENOME065719_2	77674	78963	+
2_88	GUT_GENOME065719_2	79141	79761	+
2_89	GUT_GENOME065719_2	79742	80059	+
2_90	GUT_GENOME065719_2	80210	80767	+
2_91	GUT_GENOME065719_2	80885	81565	-
2_92	GUT_GENOME065719_2	81736	82230	+
2_93	GUT_GENOME065719_2	82256	82939	+
2_94	GUT_GENOME065719_2	82923	83339	+
2_95	GUT_GENOME065719_2	83375	83542	+
2_96	GUT_GENOME065719_2	83938	87618	+
2_97	GUT_GENOME065719_2	87738	88937	+
2_98	GUT_GENOME065719_2	88968	89681	+
2_99	GUT_GENOME065719_2	89707	90018	+
2_100	GUT_GENOME065719_2	90270	90830	+
2_101	GUT_GENOME065719_2	90845	91228	+
2_102	GUT_GENOME065719_2	91265	91783	+
2_103	GUT_GENOME065719_2	91780	92529	+
2_104	GUT_GENOME065719_2	92557	93666	+
2_105	GUT_GENOME065719_2	93694	94374	+
2_106	GUT_GENOME065719_2	94394	94747	+
2_107	GUT_GENOME065719_2	94753	95067	+
2_108	GUT_GENOME065719_2	95075	95644	+
2_109	GUT_GENOME065719_2	95651	96166	+
2_110	GUT_GENOME065719_2	96211	96645	+
2_111	GUT_GENOME065719_2	96791	96922	+
2_112	GUT_GENOME065719_2	96926	97507	+
2_113	GUT_GENOME065719_2	97520	98089	+
2_114	GUT_GENOME065719_2	98113	98376	+
2_115	GUT_GENOME065719_2	98380	98928	+
2_116	GUT_GENOME065719_2	98932	99390	+
2_117	GUT_GENOME065719_2	99434	100258	+
2_118	GUT_GENOME065719_2	100262	100609	+
2_119	GUT_GENOME065719_2	100599	101603	+
2_120	GUT_GENOME065719_2	101590	102243	+
2_121	GUT_GENOME065719_2	102265	102861	+
2_122	GUT_GENOME065719_2	102845	103441	+
2_123	GUT_GENOME065719_2	103463	104113	+
2_124	GUT_GENOME065719_2	104134	104736	+
2_125	GUT_GENOME065719_2	104751	105962	+
2_126	GUT_GENOME065719_2	106003	106368	+
3_1	GUT_GENOME065719_3	550	1341	-
3_2	GUT_GENOME065719_3	1322	1966	-
3_3	GUT_GENOME065719_3	2350	2439	-
3_4	GUT_GENOME065719_3	3848	5020	+
3_5	GUT_GENOME065719_3	5077	5376	-
3_6	GUT_GENOME065719_3	6265	6549	+
3_7	GUT_GENOME065719_3	6702	7982	+
3_8	GUT_GENOME065719_3	8006	8716	+
3_9	GUT_GENOME065719_3	8718	9776	+
3_10	GUT_GENOME065719_3	9802	10410	+
3_11	GUT_GENOME065719_3	10731	10829	-
3_12	GUT_GENOME065719_3	10861	11409	-
3_13	GUT_GENOME065719_3	11604	11921	-
3_14	GUT_GENOME065719_3	12531	12926	-
3_15	GUT_GENOME065719_3	12868	13791	-
3_16	GUT_GENOME065719_3	14029	14307	+
3_17	GUT_GENOME065719_3	14490	15197	-
3_18	GUT_GENOME065719_3	15204	16100	-
3_19	GUT_GENOME065719_3	16145	17542	-
3_20	GUT_GENOME065719_3	17957	18292	-
3_21	GUT_GENOME065719_3	18338	18907	-
3_22	GUT_GENOME065719_3	18912	19202	-
3_23	GUT_GENOME065719_3	19782	20282	+
3_24	GUT_GENOME065719_3	20295	20648	+
3_25	GUT_GENOME065719_3	20692	21081	+
3_26	GUT_GENOME065719_3	21091	21390	+
3_27	GUT_GENOME065719_3	21422	24322	+
3_28	GUT_GENOME065719_3	24330	27005	+
3_29	GUT_GENOME065719_3	27017	27850	+
3_30	GUT_GENOME065719_3	27854	28597	+
3_31	GUT_GENOME065719_3	28634	29800	+
3_32	GUT_GENOME065719_3	29830	30447	+
3_33	GUT_GENOME065719_3	30468	30797	+
3_34	GUT_GENOME065719_3	30799	32055	+
3_35	GUT_GENOME065719_3	32085	32933	+
3_36	GUT_GENOME065719_3	32944	33468	+
3_37	GUT_GENOME065719_3	33488	34159	+
3_38	GUT_GENOME065719_3	34179	35750	+
3_39	GUT_GENOME065719_3	35777	36625	+
3_40	GUT_GENOME065719_3	36923	38998	+
3_41	GUT_GENOME065719_3	39073	39237	+
3_42	GUT_GENOME065719_3	39365	44236	+
3_43	GUT_GENOME065719_3	44259	45692	+
3_44	GUT_GENOME065719_3	45728	46333	+
3_45	GUT_GENOME065719_3	46285	46461	+
3_46	GUT_GENOME065719_3	46461	49178	+
3_47	GUT_GENOME065719_3	49307	49669	+
3_48	GUT_GENOME065719_3	49685	51133	+
3_49	GUT_GENOME065719_3	51352	52425	+
3_50	GUT_GENOME065719_3	52645	53166	-
3_51	GUT_GENOME065719_3	53192	53926	-
3_52	GUT_GENOME065719_3	54134	55135	+
3_53	GUT_GENOME065719_3	55192	56394	+
3_54	GUT_GENOME065719_3	56398	58857	+
3_55	GUT_GENOME065719_3	58906	59397	+
3_56	GUT_GENOME065719_3	59381	60124	+
3_57	GUT_GENOME065719_3	60138	60848	+
3_58	GUT_GENOME065719_3	60857	63076	+
3_59	GUT_GENOME065719_3	63122	63223	-
3_60	GUT_GENOME065719_3	63427	63717	-
3_61	GUT_GENOME065719_3	64360	64737	+
3_62	GUT_GENOME065719_3	64907	67732	-
3_63	GUT_GENOME065719_3	68008	68790	-
3_64	GUT_GENOME065719_3	69175	70461	-
3_65	GUT_GENOME065719_3	70790	74359	-
3_66	GUT_GENOME065719_3	74381	74878	-
3_67	GUT_GENOME065719_3	74885	75859	-
3_68	GUT_GENOME065719_3	76594	77868	-
3_69	GUT_GENOME065719_3	77820	77987	-
3_70	GUT_GENOME065719_3	78245	79219	-
3_71	GUT_GENOME065719_3	79238	79699	-
3_72	GUT_GENOME065719_3	79838	81859	-
3_73	GUT_GENOME065719_3	82363	84366	-
3_74	GUT_GENOME065719_3	84386	88081	-
3_75	GUT_GENOME065719_3	88661	89644	-
4_1	GUT_GENOME065719_4	2	70	+
4_2	GUT_GENOME065719_4	67	198	+
4_3	GUT_GENOME065719_4	175	963	-
4_4	GUT_GENOME065719_4	973	1179	-
4_5	GUT_GENOME065719_4	1187	2092	+
4_6	GUT_GENOME065719_4	2478	3311	+
4_7	GUT_GENOME065719_4	3376	4548	+
4_8	GUT_GENOME065719_4	4570	5637	+
4_9	GUT_GENOME065719_4	5694	6476	+
4_10	GUT_GENOME065719_4	6553	7971	+
4_11	GUT_GENOME065719_4	8156	8764	+
4_12	GUT_GENOME065719_4	8909	10261	+
4_13	GUT_GENOME065719_4	10292	11170	+
4_14	GUT_GENOME065719_4	11381	14005	+
4_15	GUT_GENOME065719_4	14279	15412	+
4_16	GUT_GENOME065719_4	15799	17601	+
4_17	GUT_GENOME065719_4	17707	19422	+
4_18	GUT_GENOME065719_4	19510	20055	+
4_19	GUT_GENOME065719_4	20244	21032	+
4_20	GUT_GENOME065719_4	21235	22269	+
4_21	GUT_GENOME065719_4	22370	24271	-
4_22	GUT_GENOME065719_4	24314	26041	-
4_23	GUT_GENOME065719_4	26215	27426	-
4_24	GUT_GENOME065719_4	27487	28890	-
4_25	GUT_GENOME065719_4	29052	29891	+
4_26	GUT_GENOME065719_4	29996	30712	-
4_27	GUT_GENOME065719_4	30977	32773	-
4_28	GUT_GENOME065719_4	32866	33720	-
4_29	GUT_GENOME065719_4	33746	34132	-
4_30	GUT_GENOME065719_4	34248	37196	-
4_31	GUT_GENOME065719_4	37269	37739	-
4_32	GUT_GENOME065719_4	37756	38091	-
4_33	GUT_GENOME065719_4	38274	40025	+
4_34	GUT_GENOME065719_4	40294	42891	-
4_35	GUT_GENOME065719_4	42961	44715	-
4_36	GUT_GENOME065719_4	44816	46057	-
4_37	GUT_GENOME065719_4	46067	47194	-
4_38	GUT_GENOME065719_4	47208	49652	-
4_39	GUT_GENOME065719_4	49865	50554	+
4_40	GUT_GENOME065719_4	50607	51635	-
4_41	GUT_GENOME065719_4	51817	53007	+
4_42	GUT_GENOME065719_4	53113	54327	+
4_43	GUT_GENOME065719_4	54493	55071	-
4_44	GUT_GENOME065719_4	55244	56134	+
4_45	GUT_GENOME065719_4	56596	57180	+
4_46	GUT_GENOME065719_4	57202	57570	+
4_47	GUT_GENOME065719_4	57600	58289	+
4_48	GUT_GENOME065719_4	58559	59731	+
4_49	GUT_GENOME065719_4	59739	59834	+
4_50	GUT_GENOME065719_4	60015	61418	+
4_51	GUT_GENOME065719_4	61455	62084	+
4_52	GUT_GENOME065719_4	62085	62564	-
4_53	GUT_GENOME065719_4	62664	63953	-
4_54	GUT_GENOME065719_4	63972	64901	-
4_55	GUT_GENOME065719_4	64974	65393	+
4_56	GUT_GENOME065719_4	65439	65576	+
4_57	GUT_GENOME065719_4	65571	66086	-
4_58	GUT_GENOME065719_4	66112	68334	-
4_59	GUT_GENOME065719_4	68691	69524	-
4_60	GUT_GENOME065719_4	69551	71020	-
4_61	GUT_GENOME065719_4	71238	71555	+
4_62	GUT_GENOME065719_4	72075	72350	+
4_63	GUT_GENOME065719_4	72395	72793	+
5_1	GUT_GENOME065719_5	3	728	+
5_2	GUT_GENOME065719_5	909	1379	+
5_3	GUT_GENOME065719_5	1458	2741	-
5_4	GUT_GENOME065719_5	2785	4470	-
5_5	GUT_GENOME065719_5	4494	7700	-
5_6	GUT_GENOME065719_5	9202	10968	+
5_7	GUT_GENOME065719_5	11372	11977	-
5_8	GUT_GENOME065719_5	12059	13057	-
5_9	GUT_GENOME065719_5	13100	13657	-
5_10	GUT_GENOME065719_5	14035	14556	+
5_11	GUT_GENOME065719_5	14680	14838	-
5_12	GUT_GENOME065719_5	14866	15933	-
5_13	GUT_GENOME065719_5	16026	16880	+
5_14	GUT_GENOME065719_5	16889	17401	+
5_15	GUT_GENOME065719_5	17415	18149	+
5_16	GUT_GENOME065719_5	18357	18989	+
5_17	GUT_GENOME065719_5	19022	19483	+
5_18	GUT_GENOME065719_5	19525	20862	+
5_19	GUT_GENOME065719_5	20922	21524	+
5_20	GUT_GENOME065719_5	21848	22855	+
5_21	GUT_GENOME065719_5	22921	24471	+
5_22	GUT_GENOME065719_5	24747	26813	+
5_23	GUT_GENOME065719_5	26906	27685	-
5_24	GUT_GENOME065719_5	28082	29605	-
5_25	GUT_GENOME065719_5	29638	32427	-
5_26	GUT_GENOME065719_5	32897	34267	-
5_27	GUT_GENOME065719_5	34602	35459	+
5_28	GUT_GENOME065719_5	35509	35952	+
5_29	GUT_GENOME065719_5	35962	37458	+
5_30	GUT_GENOME065719_5	37596	38468	-
5_31	GUT_GENOME065719_5	38480	38719	-
5_32	GUT_GENOME065719_5	38849	40189	+
5_33	GUT_GENOME065719_5	40251	41315	+
5_34	GUT_GENOME065719_5	41368	42816	-
5_35	GUT_GENOME065719_5	42903	43784	+
5_36	GUT_GENOME065719_5	43812	44942	-
5_37	GUT_GENOME065719_5	45030	45746	-
5_38	GUT_GENOME065719_5	45765	46472	-
5_39	GUT_GENOME065719_5	46572	47513	+
5_40	GUT_GENOME065719_5	47604	48320	-
5_41	GUT_GENOME065719_5	48534	49985	+
5_42	GUT_GENOME065719_5	50332	50568	+
5_43	GUT_GENOME065719_5	50776	53217	+
5_44	GUT_GENOME065719_5	53207	53983	-
5_45	GUT_GENOME065719_5	54014	55288	-
5_46	GUT_GENOME065719_5	55979	56458	-
5_47	GUT_GENOME065719_5	56479	57660	-
5_48	GUT_GENOME065719_5	57701	61279	-
5_49	GUT_GENOME065719_5	61305	61922	-
5_50	GUT_GENOME065719_5	62198	62278	-
6_1	GUT_GENOME065719_6	3	116	+
6_2	GUT_GENOME065719_6	353	1309	+
6_3	GUT_GENOME065719_6	1488	2753	+
6_4	GUT_GENOME065719_6	2781	3074	+
6_5	GUT_GENOME065719_6	3052	4686	+
6_6	GUT_GENOME065719_6	4800	5414	-
6_7	GUT_GENOME065719_6	5463	6302	-
6_8	GUT_GENOME065719_6	6321	6698	-
6_9	GUT_GENOME065719_6	6762	7451	-
6_10	GUT_GENOME065719_6	7461	9344	-
6_11	GUT_GENOME065719_6	9670	10086	+
6_12	GUT_GENOME065719_6	10324	10941	-
6_13	GUT_GENOME065719_6	11196	11756	-
6_14	GUT_GENOME065719_6	11849	12295	-
6_15	GUT_GENOME065719_6	13179	15467	-
6_16	GUT_GENOME065719_6	15509	15661	+
6_17	GUT_GENOME065719_6	15628	16242	+
6_18	GUT_GENOME065719_6	16336	17109	+
6_19	GUT_GENOME065719_6	17149	17667	+
6_20	GUT_GENOME065719_6	17689	18348	+
6_21	GUT_GENOME065719_6	18484	18996	+
6_22	GUT_GENOME065719_6	19008	20282	+
6_23	GUT_GENOME065719_6	20383	21747	+
6_24	GUT_GENOME065719_6	21890	22885	+
6_25	GUT_GENOME065719_6	22935	24290	-
6_26	GUT_GENOME065719_6	24368	25120	-
6_27	GUT_GENOME065719_6	25172	26977	-
6_28	GUT_GENOME065719_6	27089	29050	+
6_29	GUT_GENOME065719_6	29077	29577	+
6_30	GUT_GENOME065719_6	29720	30760	-
6_31	GUT_GENOME065719_6	30873	31730	+
6_32	GUT_GENOME065719_6	31737	32828	+
6_33	GUT_GENOME065719_6	32840	33625	+
6_34	GUT_GENOME065719_6	33622	34698	-
6_35	GUT_GENOME065719_6	34822	35742	-
6_36	GUT_GENOME065719_6	35794	36576	-
6_37	GUT_GENOME065719_6	36696	38894	+
6_38	GUT_GENOME065719_6	38911	39402	-
6_39	GUT_GENOME065719_6	39512	40315	+
6_40	GUT_GENOME065719_6	40412	42406	-
6_41	GUT_GENOME065719_6	42457	43017	-
6_42	GUT_GENOME065719_6	43014	43427	-
6_43	GUT_GENOME065719_6	43427	43903	-
6_44	GUT_GENOME065719_6	44218	44430	+
6_45	GUT_GENOME065719_6	44464	44817	+
6_46	GUT_GENOME065719_6	44828	45088	+
6_47	GUT_GENOME065719_6	45359	47575	-
6_48	GUT_GENOME065719_6	47699	49264	+
6_49	GUT_GENOME065719_6	49964	50395	+
6_50	GUT_GENOME065719_6	50667	52001	-
6_51	GUT_GENOME065719_6	52393	53970	-
6_52	GUT_GENOME065719_6	53995	54789	-
6_53	GUT_GENOME065719_6	54782	55927	-
6_54	GUT_GENOME065719_6	56370	56960	-
7_1	GUT_GENOME065719_7	2	409	-
7_2	GUT_GENOME065719_7	576	977	-
7_3	GUT_GENOME065719_7	1276	1500	-
7_4	GUT_GENOME065719_7	1928	2341	+
7_5	GUT_GENOME065719_7	2784	3200	-
7_6	GUT_GENOME065719_7	3215	3961	-
7_7	GUT_GENOME065719_7	4151	4672	-
7_8	GUT_GENOME065719_7	4685	5977	-
7_9	GUT_GENOME065719_7	6043	7176	-
7_10	GUT_GENOME065719_7	7305	8243	-
7_11	GUT_GENOME065719_7	8446	9513	-
7_12	GUT_GENOME065719_7	9650	13678	+
7_13	GUT_GENOME065719_7	13836	15311	+
7_14	GUT_GENOME065719_7	15406	15978	-
7_15	GUT_GENOME065719_7	16170	17189	-
7_16	GUT_GENOME065719_7	17303	19105	-
7_17	GUT_GENOME065719_7	19144	20730	-
7_18	GUT_GENOME065719_7	20775	21329	-
7_19	GUT_GENOME065719_7	21360	21998	+
7_20	GUT_GENOME065719_7	22194	23174	+
7_21	GUT_GENOME065719_7	23491	24504	+
7_22	GUT_GENOME065719_7	24545	24841	+
7_23	GUT_GENOME065719_7	24864	27074	-
7_24	GUT_GENOME065719_7	27307	27471	+
7_25	GUT_GENOME065719_7	27629	30205	-
7_26	GUT_GENOME065719_7	30215	31831	-
7_27	GUT_GENOME065719_7	31886	33988	-
7_28	GUT_GENOME065719_7	34015	34410	-
7_29	GUT_GENOME065719_7	34463	39073	-
7_30	GUT_GENOME065719_7	39545	41662	-
7_31	GUT_GENOME065719_7	41770	43596	-
7_32	GUT_GENOME065719_7	43615	46485	-
7_33	GUT_GENOME065719_7	46528	48822	-
7_34	GUT_GENOME065719_7	48857	52171	-
7_35	GUT_GENOME065719_7	52703	53578	+
7_36	GUT_GENOME065719_7	53999	55498	+
7_37	GUT_GENOME065719_7	55565	55771	+
8_1	GUT_GENOME065719_8	3	602	-
8_2	GUT_GENOME065719_8	675	1697	-
8_3	GUT_GENOME065719_8	2073	3137	+
8_4	GUT_GENOME065719_8	3199	4695	+
8_5	GUT_GENOME065719_8	4757	6049	+
8_6	GUT_GENOME065719_8	6143	6838	+
8_7	GUT_GENOME065719_8	6945	7595	+
8_8	GUT_GENOME065719_8	7663	8895	+
8_9	GUT_GENOME065719_8	8882	8971	-
8_10	GUT_GENOME065719_8	9020	9781	-
8_11	GUT_GENOME065719_8	9817	9936	-
8_12	GUT_GENOME065719_8	9980	11746	+
8_13	GUT_GENOME065719_8	11743	12513	+
8_14	GUT_GENOME065719_8	12541	13728	+
8_15	GUT_GENOME065719_8	14097	14537	-
8_16	GUT_GENOME065719_8	14790	15914	+
8_17	GUT_GENOME065719_8	15942	16805	+
8_18	GUT_GENOME065719_8	16825	18096	+
8_19	GUT_GENOME065719_8	18098	19018	+
8_20	GUT_GENOME065719_8	19021	20679	+
8_21	GUT_GENOME065719_8	20709	22328	+
8_22	GUT_GENOME065719_8	22548	23876	+
8_23	GUT_GENOME065719_8	24024	24473	+
8_24	GUT_GENOME065719_8	24519	25274	-
8_25	GUT_GENOME065719_8	25353	26279	-
8_26	GUT_GENOME065719_8	26695	27609	+
8_27	GUT_GENOME065719_8	27706	28656	+
8_28	GUT_GENOME065719_8	28725	29459	+
8_29	GUT_GENOME065719_8	29479	30231	+
8_30	GUT_GENOME065719_8	30363	31529	+
8_31	GUT_GENOME065719_8	31563	32672	+
8_32	GUT_GENOME065719_8	32687	33529	+
8_33	GUT_GENOME065719_8	33783	34814	+
8_34	GUT_GENOME065719_8	34914	36296	+
8_35	GUT_GENOME065719_8	36312	37082	+
8_36	GUT_GENOME065719_8	37328	37438	+
8_37	GUT_GENOME065719_8	37449	38357	+
8_38	GUT_GENOME065719_8	38573	41122	+
8_39	GUT_GENOME065719_8	41293	43053	+
8_40	GUT_GENOME065719_8	43064	44383	+
8_41	GUT_GENOME065719_8	44472	45671	-
8_42	GUT_GENOME065719_8	45687	46331	-
8_43	GUT_GENOME065719_8	46364	47749	-
8_44	GUT_GENOME065719_8	47763	48488	-
8_45	GUT_GENOME065719_8	48485	49036	-
8_46	GUT_GENOME065719_8	49067	50365	-
8_47	GUT_GENOME065719_8	50530	51072	+
8_48	GUT_GENOME065719_8	51083	51655	+
8_49	GUT_GENOME065719_8	51697	51945	+
9_1	GUT_GENOME065719_9	98	1330	-
9_2	GUT_GENOME065719_9	1492	2334	-
9_3	GUT_GENOME065719_9	2402	2557	-
9_4	GUT_GENOME065719_9	3478	5451	-
9_5	GUT_GENOME065719_9	5492	6364	-
9_6	GUT_GENOME065719_9	6606	8336	-
9_7	GUT_GENOME065719_9	8347	9543	-
9_8	GUT_GENOME065719_9	9608	10570	-
9_9	GUT_GENOME065719_9	10732	11553	-
9_10	GUT_GENOME065719_9	11607	13445	-
9_11	GUT_GENOME065719_9	13470	14492	-
9_12	GUT_GENOME065719_9	14499	15017	-
9_13	GUT_GENOME065719_9	15459	16949	-
9_14	GUT_GENOME065719_9	16999	18687	-
9_15	GUT_GENOME065719_9	18806	19882	+
9_16	GUT_GENOME065719_9	19969	21762	+
