GUT_GENOME141191_1_1	1_1
GUT_GENOME141191_2_7	2_7
GUT_GENOME141191_2_8	2_8
GUT_GENOME141191_2_9	2_9
GUT_GENOME141191_2_10	2_10
GUT_GENOME141191_2_11	2_11
GUT_GENOME141191_2_12	2_12
GUT_GENOME141191_2_13	2_13
GUT_GENOME141191_2_14	2_14
GUT_GENOME141191_2_15	2_15
GUT_GENOME141191_2_16	2_16
GUT_GENOME141191_2_17	2_17
GUT_GENOME141191_2_18	2_18
GUT_GENOME141191_2_19	2_19
GUT_GENOME141191_2_20	2_20
GUT_GENOME141191_2_21	2_21
GUT_GENOME141191_2_22	2_22
GUT_GENOME141191_2_23	2_23
GUT_GENOME141191_2_24	2_24
GUT_GENOME141191_2_25	2_25
GUT_GENOME141191_2_26	2_26
GUT_GENOME141191_2_27	2_27
GUT_GENOME141191_2_28	2_28
GUT_GENOME141191_2_29	2_29
GUT_GENOME141191_2_30	2_30
GUT_GENOME141191_2_31	2_31
GUT_GENOME141191_2_32	2_32
GUT_GENOME141191_2_33	2_33
GUT_GENOME141191_2_34	2_34
GUT_GENOME141191_2_35	2_35
GUT_GENOME141191_2_36	2_36
GUT_GENOME141191_2_37	2_37
GUT_GENOME141191_2_38	2_38
GUT_GENOME141191_2_39	2_39
GUT_GENOME141191_2_40	2_40
GUT_GENOME141191_3_1	3_1
GUT_GENOME141191_3_2	3_2
GUT_GENOME141191_3_3	3_3
GUT_GENOME141191_3_4	3_4
GUT_GENOME141191_3_5	3_5
GUT_GENOME141191_3_6	3_6
GUT_GENOME141191_3_7	3_7
GUT_GENOME141191_3_8	3_8
GUT_GENOME141191_3_9	3_9
GUT_GENOME141191_3_10	3_10
GUT_GENOME141191_3_11	3_11
GUT_GENOME141191_3_12	3_12
GUT_GENOME141191_3_13	3_13
GUT_GENOME141191_3_14	3_14
GUT_GENOME141191_3_15	3_15
GUT_GENOME141191_3_16	3_16
GUT_GENOME141191_3_17	3_17
GUT_GENOME141191_3_18	3_18
GUT_GENOME141191_3_19	3_19
GUT_GENOME141191_3_20	3_20
GUT_GENOME141191_3_21	3_21
GUT_GENOME141191_3_22	3_22
GUT_GENOME141191_3_23	3_23
GUT_GENOME141191_3_24	3_24
GUT_GENOME141191_3_25	3_25
GUT_GENOME141191_3_26	3_26
GUT_GENOME141191_3_27	3_27
GUT_GENOME141191_3_28	3_28
GUT_GENOME141191_3_29	3_29
GUT_GENOME141191_3_30	3_30
GUT_GENOME141191_3_31	3_31
GUT_GENOME141191_3_32	3_32
GUT_GENOME141191_3_33	3_33
GUT_GENOME141191_3_34	3_34
GUT_GENOME141191_3_35	3_35
GUT_GENOME141191_3_36	3_36
GUT_GENOME141191_3_37	3_37
GUT_GENOME141191_3_38	3_38
GUT_GENOME141191_3_39	3_39
GUT_GENOME141191_3_40	3_40
GUT_GENOME141191_3_41	3_41
GUT_GENOME141191_3_42	3_42
GUT_GENOME141191_3_43	3_43
GUT_GENOME141191_3_44	3_44
GUT_GENOME141191_3_45	3_45
GUT_GENOME141191_3_46	3_46
GUT_GENOME141191_3_47	3_47
GUT_GENOME141191_3_48	3_48
GUT_GENOME141191_3_49	3_49
GUT_GENOME141191_3_50	3_50
GUT_GENOME141191_3_51	3_51
GUT_GENOME141191_3_52	3_52
GUT_GENOME141191_3_53	3_53
GUT_GENOME141191_3_54	3_54
GUT_GENOME141191_3_55	3_55
GUT_GENOME141191_3_56	3_56
GUT_GENOME141191_3_57	3_57
GUT_GENOME141191_3_58	3_58
GUT_GENOME141191_3_59	3_59
GUT_GENOME141191_3_60	3_60
GUT_GENOME141191_3_61	3_61
GUT_GENOME141191_3_62	3_62
GUT_GENOME141191_3_63	3_63
GUT_GENOME141191_3_64	3_64
GUT_GENOME141191_3_65	3_65
GUT_GENOME141191_3_66	3_66
GUT_GENOME141191_3_67	3_67
GUT_GENOME141191_3_68	3_68
GUT_GENOME141191_3_69	3_69
GUT_GENOME141191_3_70	3_70
GUT_GENOME141191_3_71	3_71
GUT_GENOME141191_3_72	3_72
GUT_GENOME141191_3_73	3_73
GUT_GENOME141191_3_74	3_74
GUT_GENOME141191_3_75	3_75
GUT_GENOME141191_3_76	3_76
GUT_GENOME141191_3_77	3_77
GUT_GENOME141191_3_78	3_78
GUT_GENOME141191_3_79	3_79
GUT_GENOME141191_3_80	3_80
GUT_GENOME141191_3_81	3_81
GUT_GENOME141191_3_82	3_82
GUT_GENOME141191_3_83	3_83
GUT_GENOME141191_3_84	3_84
GUT_GENOME141191_3_85	3_85
GUT_GENOME141191_3_86	3_86
GUT_GENOME141191_3_87	3_87
GUT_GENOME141191_3_88	3_88
GUT_GENOME141191_3_89	3_89
GUT_GENOME141191_3_90	3_90
GUT_GENOME141191_3_91	3_91
GUT_GENOME141191_3_92	3_92
GUT_GENOME141191_3_93	3_93
GUT_GENOME141191_3_94	3_94
GUT_GENOME141191_3_95	3_95
GUT_GENOME141191_3_96	3_96
GUT_GENOME141191_3_97	3_97
GUT_GENOME141191_3_98	3_98
GUT_GENOME141191_4_1	4_1
GUT_GENOME141191_4_2	4_2
GUT_GENOME141191_4_3	4_3
GUT_GENOME141191_4_4	4_4
GUT_GENOME141191_4_5	4_5
GUT_GENOME141191_4_6	4_6
GUT_GENOME141191_4_7	4_7
GUT_GENOME141191_4_8	4_8
GUT_GENOME141191_4_9	4_9
GUT_GENOME141191_4_10	4_10
GUT_GENOME141191_4_11	4_11
GUT_GENOME141191_4_12	4_12
GUT_GENOME141191_4_13	4_13
GUT_GENOME141191_4_14	4_14
GUT_GENOME141191_4_15	4_15
GUT_GENOME141191_4_16	4_16
GUT_GENOME141191_4_17	4_17
GUT_GENOME141191_4_18	4_18
GUT_GENOME141191_4_19	4_19
GUT_GENOME141191_4_20	4_20
GUT_GENOME141191_4_21	4_21
GUT_GENOME141191_4_22	4_22
GUT_GENOME141191_4_23	4_23
GUT_GENOME141191_4_24	4_24
GUT_GENOME141191_4_25	4_25
GUT_GENOME141191_4_26	4_26
GUT_GENOME141191_4_27	4_27
GUT_GENOME141191_4_28	4_28
GUT_GENOME141191_4_29	4_29
GUT_GENOME141191_4_30	4_30
GUT_GENOME141191_4_31	4_31
GUT_GENOME141191_4_32	4_32
GUT_GENOME141191_4_33	4_33
GUT_GENOME141191_4_34	4_34
GUT_GENOME141191_4_35	4_35
GUT_GENOME141191_4_36	4_36
GUT_GENOME141191_4_37	4_37
GUT_GENOME141191_4_38	4_38
GUT_GENOME141191_4_39	4_39
GUT_GENOME141191_4_40	4_40
GUT_GENOME141191_4_41	4_41
GUT_GENOME141191_4_42	4_42
GUT_GENOME141191_4_43	4_43
GUT_GENOME141191_4_44	4_44
GUT_GENOME141191_4_45	4_45
GUT_GENOME141191_4_46	4_46
GUT_GENOME141191_4_47	4_47
GUT_GENOME141191_4_48	4_48
GUT_GENOME141191_4_49	4_49
GUT_GENOME141191_4_50	4_50
GUT_GENOME141191_4_51	4_51
GUT_GENOME141191_4_52	4_52
GUT_GENOME141191_4_53	4_53
GUT_GENOME141191_4_54	4_54
GUT_GENOME141191_4_55	4_55
GUT_GENOME141191_4_56	4_56
GUT_GENOME141191_4_57	4_57
GUT_GENOME141191_4_58	4_58
GUT_GENOME141191_4_59	4_59
GUT_GENOME141191_4_60	4_60
GUT_GENOME141191_4_61	4_61
GUT_GENOME141191_4_62	4_62
GUT_GENOME141191_4_63	4_63
GUT_GENOME141191_4_64	4_64
GUT_GENOME141191_4_65	4_65
GUT_GENOME141191_4_66	4_66
GUT_GENOME141191_4_67	4_67
GUT_GENOME141191_4_68	4_68
GUT_GENOME141191_4_69	4_69
GUT_GENOME141191_4_70	4_70
GUT_GENOME141191_4_71	4_71
GUT_GENOME141191_4_72	4_72
GUT_GENOME141191_4_73	4_73
GUT_GENOME141191_4_74	4_74
GUT_GENOME141191_4_75	4_75
GUT_GENOME141191_4_76	4_76
GUT_GENOME141191_4_77	4_77
GUT_GENOME141191_5_1	5_1
GUT_GENOME141191_5_2	5_2
GUT_GENOME141191_5_3	5_3
GUT_GENOME141191_5_4	5_4
GUT_GENOME141191_5_5	5_5
GUT_GENOME141191_5_6	5_6
GUT_GENOME141191_5_7	5_7
GUT_GENOME141191_5_8	5_8
GUT_GENOME141191_5_9	5_9
GUT_GENOME141191_5_10	5_10
GUT_GENOME141191_5_11	5_11
GUT_GENOME141191_5_12	5_12
GUT_GENOME141191_5_13	5_13
GUT_GENOME141191_5_14	5_14
GUT_GENOME141191_5_15	5_15
GUT_GENOME141191_5_16	5_16
GUT_GENOME141191_5_17	5_17
GUT_GENOME141191_5_18	5_18
GUT_GENOME141191_5_19	5_19
GUT_GENOME141191_5_20	5_20
GUT_GENOME141191_5_21	5_21
GUT_GENOME141191_5_22	5_22
GUT_GENOME141191_5_23	5_23
GUT_GENOME141191_5_24	5_24
GUT_GENOME141191_5_25	5_25
GUT_GENOME141191_5_26	5_26
GUT_GENOME141191_5_27	5_27
GUT_GENOME141191_5_28	5_28
GUT_GENOME141191_5_29	5_29
GUT_GENOME141191_5_30	5_30
GUT_GENOME141191_5_31	5_31
GUT_GENOME141191_5_32	5_32
GUT_GENOME141191_5_33	5_33
GUT_GENOME141191_6_1	6_1
GUT_GENOME141191_6_2	6_2
GUT_GENOME141191_6_3	6_3
GUT_GENOME141191_6_4	6_4
GUT_GENOME141191_6_5	6_5
GUT_GENOME141191_6_6	6_6
GUT_GENOME141191_6_7	6_7
GUT_GENOME141191_6_8	6_8
GUT_GENOME141191_6_9	6_9
GUT_GENOME141191_6_10	6_10
GUT_GENOME141191_6_11	6_11
GUT_GENOME141191_6_12	6_12
GUT_GENOME141191_6_13	6_13
GUT_GENOME141191_6_14	6_14
GUT_GENOME141191_6_15	6_15
GUT_GENOME141191_6_16	6_16
GUT_GENOME141191_6_17	6_17
GUT_GENOME141191_6_18	6_18
GUT_GENOME141191_7_1	7_1
GUT_GENOME141191_7_2	7_2
GUT_GENOME141191_7_3	7_3
GUT_GENOME141191_7_4	7_4
GUT_GENOME141191_7_5	7_5
GUT_GENOME141191_7_6	7_6
GUT_GENOME141191_7_7	7_7
GUT_GENOME141191_7_8	7_8
GUT_GENOME141191_7_9	7_9
GUT_GENOME141191_7_10	7_10
GUT_GENOME141191_7_11	7_11
GUT_GENOME141191_7_12	7_12
GUT_GENOME141191_7_13	7_13
GUT_GENOME141191_7_14	7_14
GUT_GENOME141191_7_15	7_15
GUT_GENOME141191_7_16	7_16
GUT_GENOME141191_7_17	7_17
GUT_GENOME141191_7_18	7_18
GUT_GENOME141191_7_19	7_19
GUT_GENOME141191_7_20	7_20
GUT_GENOME141191_7_21	7_21
GUT_GENOME141191_7_22	7_22
GUT_GENOME141191_7_23	7_23
GUT_GENOME141191_7_24	7_24
GUT_GENOME141191_7_25	7_25
GUT_GENOME141191_7_26	7_26
GUT_GENOME141191_7_27	7_27
GUT_GENOME141191_7_28	7_28
GUT_GENOME141191_7_29	7_29
GUT_GENOME141191_7_30	7_30
GUT_GENOME141191_7_31	7_31
GUT_GENOME141191_7_32	7_32
GUT_GENOME141191_7_33	7_33
GUT_GENOME141191_7_34	7_34
GUT_GENOME141191_7_35	7_35
GUT_GENOME141191_7_36	7_36
GUT_GENOME141191_7_37	7_37
GUT_GENOME141191_7_38	7_38
GUT_GENOME141191_7_39	7_39
GUT_GENOME141191_7_40	7_40
GUT_GENOME141191_7_41	7_41
GUT_GENOME141191_7_42	7_42
GUT_GENOME141191_7_43	7_43
GUT_GENOME141191_7_44	7_44
GUT_GENOME141191_7_45	7_45
GUT_GENOME141191_7_46	7_46
GUT_GENOME141191_7_47	7_47
GUT_GENOME141191_7_48	7_48
GUT_GENOME141191_7_49	7_49
GUT_GENOME141191_7_50	7_50
GUT_GENOME141191_7_51	7_51
GUT_GENOME141191_7_52	7_52
GUT_GENOME141191_7_53	7_53
GUT_GENOME141191_7_54	7_54
GUT_GENOME141191_7_55	7_55
GUT_GENOME141191_7_56	7_56
GUT_GENOME141191_7_57	7_57
GUT_GENOME141191_7_58	7_58
GUT_GENOME141191_8_1	8_1
GUT_GENOME141191_8_2	8_2
GUT_GENOME141191_8_3	8_3
GUT_GENOME141191_8_4	8_4
GUT_GENOME141191_8_5	8_5
GUT_GENOME141191_8_6	8_6
GUT_GENOME141191_8_7	8_7
GUT_GENOME141191_8_8	8_8
GUT_GENOME141191_8_9	8_9
GUT_GENOME141191_8_10	8_10
GUT_GENOME141191_8_11	8_11
GUT_GENOME141191_8_12	8_12
GUT_GENOME141191_8_13	8_13
GUT_GENOME141191_8_14	8_14
GUT_GENOME141191_8_15	8_15
GUT_GENOME141191_8_16	8_16
GUT_GENOME141191_8_17	8_17
GUT_GENOME141191_8_18	8_18
GUT_GENOME141191_8_19	8_19
GUT_GENOME141191_8_20	8_20
GUT_GENOME141191_8_21	8_21
GUT_GENOME141191_8_22	8_22
GUT_GENOME141191_8_23	8_23
GUT_GENOME141191_8_24	8_24
GUT_GENOME141191_8_25	8_25
GUT_GENOME141191_8_26	8_26
GUT_GENOME141191_8_27	8_27
GUT_GENOME141191_8_28	8_28
GUT_GENOME141191_8_29	8_29
GUT_GENOME141191_8_30	8_30
GUT_GENOME141191_8_31	8_31
GUT_GENOME141191_8_32	8_32
GUT_GENOME141191_9_1	9_1
GUT_GENOME141191_9_2	9_2
GUT_GENOME141191_9_3	9_3
GUT_GENOME141191_9_4	9_4
GUT_GENOME141191_9_5	9_5
GUT_GENOME141191_9_6	9_6
GUT_GENOME141191_9_7	9_7
GUT_GENOME141191_9_8	9_8
GUT_GENOME141191_9_9	9_9
GUT_GENOME141191_9_10	9_10
GUT_GENOME141191_9_11	9_11
GUT_GENOME141191_9_12	9_12
GUT_GENOME141191_9_13	9_13
GUT_GENOME141191_9_14	9_14
GUT_GENOME141191_9_15	9_15
GUT_GENOME141191_9_16	9_16
GUT_GENOME141191_9_17	9_17
GUT_GENOME141191_9_18	9_18
GUT_GENOME141191_9_19	9_19
GUT_GENOME141191_9_20	9_20
GUT_GENOME141191_9_21	9_21
GUT_GENOME141191_9_22	9_22
GUT_GENOME141191_9_23	9_23
GUT_GENOME141191_9_24	9_24
GUT_GENOME141191_9_25	9_25
GUT_GENOME141191_9_26	9_26
GUT_GENOME141191_9_27	9_27
GUT_GENOME141191_9_28	9_28
GUT_GENOME141191_9_29	9_29
GUT_GENOME141191_9_30	9_30
GUT_GENOME141191_9_31	9_31
GUT_GENOME141191_9_32	9_32
GUT_GENOME141191_9_33	9_33
GUT_GENOME141191_9_34	9_34
GUT_GENOME141191_9_35	9_35
GUT_GENOME141191_9_36	9_36
GUT_GENOME141191_9_37	9_37
GUT_GENOME141191_9_38	9_38
GUT_GENOME141191_9_39	9_39
GUT_GENOME141191_9_40	9_40
GUT_GENOME141191_9_41	9_41
GUT_GENOME141191_10_1	10_1
GUT_GENOME141191_10_2	10_2
GUT_GENOME141191_10_3	10_3
GUT_GENOME141191_10_4	10_4
GUT_GENOME141191_10_5	10_5
GUT_GENOME141191_10_6	10_6
GUT_GENOME141191_10_7	10_7
GUT_GENOME141191_10_8	10_8
GUT_GENOME141191_11_1	11_1
GUT_GENOME141191_11_2	11_2
GUT_GENOME141191_11_3	11_3
GUT_GENOME141191_11_4	11_4
GUT_GENOME141191_11_5	11_5
GUT_GENOME141191_11_6	11_6
GUT_GENOME141191_11_7	11_7
GUT_GENOME141191_11_8	11_8
GUT_GENOME141191_11_9	11_9
GUT_GENOME141191_11_10	11_10
GUT_GENOME141191_11_11	11_11
GUT_GENOME141191_11_12	11_12
GUT_GENOME141191_11_13	11_13
GUT_GENOME141191_11_14	11_14
GUT_GENOME141191_11_15	11_15
GUT_GENOME141191_11_16	11_16
GUT_GENOME141191_11_17	11_17
GUT_GENOME141191_11_18	11_18
GUT_GENOME141191_11_19	11_19
GUT_GENOME141191_12_1	12_1
GUT_GENOME141191_12_2	12_2
GUT_GENOME141191_12_3	12_3
GUT_GENOME141191_12_4	12_4
GUT_GENOME141191_12_5	12_5
GUT_GENOME141191_12_6	12_6
GUT_GENOME141191_12_7	12_7
GUT_GENOME141191_12_8	12_8
GUT_GENOME141191_12_9	12_9
GUT_GENOME141191_12_10	12_10
GUT_GENOME141191_12_11	12_11
GUT_GENOME141191_12_12	12_12
GUT_GENOME141191_12_13	12_13
GUT_GENOME141191_12_14	12_14
GUT_GENOME141191_12_15	12_15
GUT_GENOME141191_12_16	12_16
GUT_GENOME141191_12_17	12_17
GUT_GENOME141191_12_18	12_18
GUT_GENOME141191_12_19	12_19
GUT_GENOME141191_12_20	12_20
GUT_GENOME141191_13_1	13_1
GUT_GENOME141191_13_2	13_2
GUT_GENOME141191_13_3	13_3
GUT_GENOME141191_13_4	13_4
GUT_GENOME141191_13_5	13_5
GUT_GENOME141191_13_6	13_6
GUT_GENOME141191_13_7	13_7
GUT_GENOME141191_13_8	13_8
GUT_GENOME141191_13_9	13_9
GUT_GENOME141191_13_10	13_10
GUT_GENOME141191_13_11	13_11
GUT_GENOME141191_13_12	13_12
GUT_GENOME141191_13_13	13_13
GUT_GENOME141191_13_14	13_14
GUT_GENOME141191_13_15	13_15
GUT_GENOME141191_13_16	13_16
GUT_GENOME141191_13_17	13_17
GUT_GENOME141191_13_18	13_18
GUT_GENOME141191_13_19	13_19
GUT_GENOME141191_13_20	13_20
GUT_GENOME141191_13_21	13_21
GUT_GENOME141191_13_22	13_22
GUT_GENOME141191_13_23	13_23
GUT_GENOME141191_13_24	13_24
GUT_GENOME141191_13_25	13_25
GUT_GENOME141191_13_26	13_26
GUT_GENOME141191_13_27	13_27
GUT_GENOME141191_13_28	13_28
GUT_GENOME141191_13_29	13_29
GUT_GENOME141191_13_30	13_30
GUT_GENOME141191_13_31	13_31
GUT_GENOME141191_13_32	13_32
GUT_GENOME141191_13_33	13_33
GUT_GENOME141191_13_34	13_34
GUT_GENOME141191_13_35	13_35
GUT_GENOME141191_13_36	13_36
GUT_GENOME141191_13_37	13_37
GUT_GENOME141191_13_38	13_38
GUT_GENOME141191_13_39	13_39
GUT_GENOME141191_13_40	13_40
GUT_GENOME141191_13_41	13_41
GUT_GENOME141191_13_42	13_42
GUT_GENOME141191_13_43	13_43
GUT_GENOME141191_13_44	13_44
GUT_GENOME141191_14_1	14_1
GUT_GENOME141191_14_2	14_2
GUT_GENOME141191_14_3	14_3
GUT_GENOME141191_14_4	14_4
GUT_GENOME141191_14_5	14_5
GUT_GENOME141191_14_6	14_6
GUT_GENOME141191_14_7	14_7
GUT_GENOME141191_14_8	14_8
GUT_GENOME141191_14_9	14_9
GUT_GENOME141191_14_10	14_10
GUT_GENOME141191_14_11	14_11
GUT_GENOME141191_14_12	14_12
GUT_GENOME141191_14_13	14_13
GUT_GENOME141191_15_1	15_1
GUT_GENOME141191_15_2	15_2
GUT_GENOME141191_15_3	15_3
GUT_GENOME141191_15_4	15_4
GUT_GENOME141191_15_5	15_5
GUT_GENOME141191_15_6	15_6
GUT_GENOME141191_15_7	15_7
GUT_GENOME141191_15_8	15_8
GUT_GENOME141191_15_9	15_9
GUT_GENOME141191_15_10	15_10
GUT_GENOME141191_15_11	15_11
GUT_GENOME141191_15_12	15_12
GUT_GENOME141191_15_13	15_13
GUT_GENOME141191_15_14	15_14
GUT_GENOME141191_15_15	15_15
GUT_GENOME141191_15_16	15_16
GUT_GENOME141191_15_17	15_17
GUT_GENOME141191_15_18	15_18
GUT_GENOME141191_15_19	15_19
GUT_GENOME141191_15_20	15_20
GUT_GENOME141191_15_21	15_21
GUT_GENOME141191_15_22	15_22
GUT_GENOME141191_15_23	15_23
GUT_GENOME141191_15_24	15_24
GUT_GENOME141191_15_25	15_25
GUT_GENOME141191_15_26	15_26
GUT_GENOME141191_15_27	15_27
GUT_GENOME141191_16_1	16_1
GUT_GENOME141191_16_2	16_2
GUT_GENOME141191_16_3	16_3
GUT_GENOME141191_16_4	16_4
GUT_GENOME141191_16_5	16_5
GUT_GENOME141191_16_6	16_6
GUT_GENOME141191_16_7	16_7
GUT_GENOME141191_16_8	16_8
GUT_GENOME141191_16_9	16_9
GUT_GENOME141191_16_10	16_10
GUT_GENOME141191_16_11	16_11
GUT_GENOME141191_16_12	16_12
GUT_GENOME141191_16_13	16_13
GUT_GENOME141191_16_14	16_14
GUT_GENOME141191_16_15	16_15
GUT_GENOME141191_16_16	16_16
GUT_GENOME141191_16_17	16_17
GUT_GENOME141191_16_18	16_18
GUT_GENOME141191_16_19	16_19
GUT_GENOME141191_16_20	16_20
GUT_GENOME141191_16_21	16_21
GUT_GENOME141191_16_22	16_22
GUT_GENOME141191_16_23	16_23
GUT_GENOME141191_16_24	16_24
GUT_GENOME141191_16_25	16_25
GUT_GENOME141191_16_26	16_26
GUT_GENOME141191_16_27	16_27
GUT_GENOME141191_16_28	16_28
GUT_GENOME141191_16_29	16_29
GUT_GENOME141191_16_30	16_30
GUT_GENOME141191_17_1	17_1
GUT_GENOME141191_17_2	17_2
GUT_GENOME141191_17_3	17_3
GUT_GENOME141191_17_4	17_4
GUT_GENOME141191_17_5	17_5
GUT_GENOME141191_17_6	17_6
GUT_GENOME141191_17_7	17_7
GUT_GENOME141191_17_8	17_8
GUT_GENOME141191_17_9	17_9
GUT_GENOME141191_17_10	17_10
GUT_GENOME141191_17_11	17_11
GUT_GENOME141191_17_12	17_12
GUT_GENOME141191_17_13	17_13
GUT_GENOME141191_17_14	17_14
GUT_GENOME141191_17_15	17_15
GUT_GENOME141191_17_16	17_16
GUT_GENOME141191_17_17	17_17
GUT_GENOME141191_17_18	17_18
GUT_GENOME141191_17_19	17_19
GUT_GENOME141191_17_20	17_20
GUT_GENOME141191_17_21	17_21
GUT_GENOME141191_17_22	17_22
GUT_GENOME141191_17_23	17_23
GUT_GENOME141191_17_24	17_24
GUT_GENOME141191_17_25	17_25
GUT_GENOME141191_17_26	17_26
GUT_GENOME141191_17_27	17_27
GUT_GENOME141191_17_28	17_28
GUT_GENOME141191_17_29	17_29
GUT_GENOME141191_17_30	17_30
GUT_GENOME141191_17_31	17_31
GUT_GENOME141191_17_32	17_32
GUT_GENOME141191_17_33	17_33
GUT_GENOME141191_17_34	17_34
GUT_GENOME141191_17_35	17_35
GUT_GENOME141191_17_36	17_36
GUT_GENOME141191_18_1	18_1
GUT_GENOME141191_18_2	18_2
GUT_GENOME141191_18_3	18_3
GUT_GENOME141191_18_4	18_4
GUT_GENOME141191_18_5	18_5
GUT_GENOME141191_18_6	18_6
GUT_GENOME141191_18_7	18_7
GUT_GENOME141191_18_8	18_8
GUT_GENOME141191_18_9	18_9
GUT_GENOME141191_18_10	18_10
GUT_GENOME141191_18_11	18_11
GUT_GENOME141191_18_12	18_12
GUT_GENOME141191_18_13	18_13
GUT_GENOME141191_18_14	18_14
GUT_GENOME141191_18_15	18_15
GUT_GENOME141191_18_16	18_16
GUT_GENOME141191_18_17	18_17
GUT_GENOME141191_18_18	18_18
GUT_GENOME141191_18_19	18_19
GUT_GENOME141191_18_20	18_20
GUT_GENOME141191_18_21	18_21
GUT_GENOME141191_18_22	18_22
GUT_GENOME141191_18_23	18_23
GUT_GENOME141191_18_24	18_24
GUT_GENOME141191_18_25	18_25
GUT_GENOME141191_18_26	18_26
GUT_GENOME141191_18_27	18_27
GUT_GENOME141191_18_28	18_28
GUT_GENOME141191_18_29	18_29
GUT_GENOME141191_18_30	18_30
GUT_GENOME141191_18_31	18_31
GUT_GENOME141191_18_32	18_32
GUT_GENOME141191_18_33	18_33
GUT_GENOME141191_18_34	18_34
GUT_GENOME141191_18_35	18_35
GUT_GENOME141191_18_36	18_36
GUT_GENOME141191_18_37	18_37
GUT_GENOME141191_18_38	18_38
GUT_GENOME141191_18_39	18_39
GUT_GENOME141191_18_40	18_40
GUT_GENOME141191_18_41	18_41
GUT_GENOME141191_18_42	18_42
GUT_GENOME141191_18_43	18_43
GUT_GENOME141191_18_44	18_44
GUT_GENOME141191_18_45	18_45
GUT_GENOME141191_18_46	18_46
GUT_GENOME141191_18_47	18_47
GUT_GENOME141191_18_48	18_48
GUT_GENOME141191_18_49	18_49
GUT_GENOME141191_18_50	18_50
GUT_GENOME141191_18_51	18_51
GUT_GENOME141191_18_52	18_52
GUT_GENOME141191_18_53	18_53
GUT_GENOME141191_18_54	18_54
GUT_GENOME141191_18_55	18_55
GUT_GENOME141191_18_56	18_56
GUT_GENOME141191_18_57	18_57
GUT_GENOME141191_19_1	19_1
GUT_GENOME141191_19_2	19_2
GUT_GENOME141191_19_3	19_3
GUT_GENOME141191_19_4	19_4
GUT_GENOME141191_19_5	19_5
GUT_GENOME141191_19_6	19_6
GUT_GENOME141191_19_7	19_7
GUT_GENOME141191_19_8	19_8
GUT_GENOME141191_19_9	19_9
GUT_GENOME141191_19_10	19_10
GUT_GENOME141191_19_11	19_11
GUT_GENOME141191_20_1	20_1
GUT_GENOME141191_20_2	20_2
GUT_GENOME141191_20_3	20_3
GUT_GENOME141191_20_4	20_4
GUT_GENOME141191_20_5	20_5
GUT_GENOME141191_20_6	20_6
GUT_GENOME141191_20_7	20_7
GUT_GENOME141191_20_8	20_8
GUT_GENOME141191_20_9	20_9
GUT_GENOME141191_20_10	20_10
GUT_GENOME141191_20_11	20_11
GUT_GENOME141191_21_1	21_1
GUT_GENOME141191_21_2	21_2
GUT_GENOME141191_21_3	21_3
GUT_GENOME141191_21_4	21_4
GUT_GENOME141191_21_5	21_5
